2015-11-21 21:02:30,192 : MainThread : INFO : running /Users/dmitryselivanov/projects/word_embeddings/run_word2vec.py /Users/dmitryselivanov/Downloads/datasets/title_tokens.txt.gz /Users/dmitryselivanov/Downloads/datasets/questions-words.txt ./enwiki_dim=600_vocab=30k
2015-11-21 21:02:30,192 : MainThread : INFO : output file template will be ./enwiki_dim=600_vocab=30k/PREFIX
2015-11-21 21:02:30,192 : MainThread : INFO : dictionary found, loading
2015-11-21 21:02:30,247 : MainThread : INFO : word2vec model not found, creating
2015-11-21 21:02:30,247 : MainThread : INFO : collecting all words and their counts
2015-11-21 21:10:03,440 : MainThread : INFO : PROGRESS: at sentence #1470000, processed 657463068 words, keeping 29664 word types
2015-11-21 21:10:05,718 : MainThread : INFO : PROGRESS: at sentence #1480000, processed 660716314 words, keeping 29664 word types
2015-11-21 21:10:07,817 : MainThread : INFO : PROGRESS: at sentence #1490000, processed 663718952 words, keeping 29664 word types
2015-11-21 21:10:09,888 : MainThread : INFO : PROGRESS: at sentence #1500000, processed 666697701 words, keeping 29664 word types
2015-11-21 21:10:11,881 : MainThread : INFO : PROGRESS: at sentence #1510000, processed 669531455 words, keeping 29664 word types
2015-11-21 21:10:13,933 : MainThread : INFO : PROGRESS: at sentence #1520000, processed 672459343 words, keeping 29664 word types
2015-11-21 21:10:15,846 : MainThread : INFO : PROGRESS: at sentence #1530000, processed 675163030 words, keeping 29664 word types
2015-11-21 21:10:17,563 : MainThread : INFO : PROGRESS: at sentence #1540000, processed 677593900 words, keeping 29664 word types
2015-11-21 21:10:19,523 : MainThread : INFO : PROGRESS: at sentence #1550000, processed 680398228 words, keeping 29664 word types
2015-11-21 21:10:21,475 : MainThread : INFO : PROGRESS: at sentence #1560000, processed 683211078 words, keeping 29664 word types
2015-11-21 21:10:23,408 : MainThread : INFO : PROGRESS: at sentence #1570000, processed 685991097 words, keeping 29664 word types
2015-11-21 21:10:25,329 : MainThread : INFO : PROGRESS: at sentence #1580000, processed 688727984 words, keeping 29664 word types
2015-11-21 21:10:27,024 : MainThread : INFO : PROGRESS: at sentence #1590000, processed 691116377 words, keeping 29664 word types
2015-11-21 21:10:28,729 : MainThread : INFO : PROGRESS: at sentence #1600000, processed 693537346 words, keeping 29664 word types
2015-11-21 21:10:30,130 : MainThread : INFO : PROGRESS: at sentence #1610000, processed 695503736 words, keeping 29664 word types
2015-11-21 21:10:31,766 : MainThread : INFO : PROGRESS: at sentence #1620000, processed 697813907 words, keeping 29664 word types
2015-11-21 21:10:33,504 : MainThread : INFO : PROGRESS: at sentence #1630000, processed 700281997 words, keeping 29664 word types
2015-11-21 21:10:35,370 : MainThread : INFO : PROGRESS: at sentence #1640000, processed 702924082 words, keeping 29664 word types
2015-11-21 21:10:37,098 : MainThread : INFO : PROGRESS: at sentence #1650000, processed 705379632 words, keeping 29664 word types
2015-11-21 21:10:39,019 : MainThread : INFO : PROGRESS: at sentence #1660000, processed 708125325 words, keeping 29664 word types
2015-11-21 21:10:40,836 : MainThread : INFO : PROGRESS: at sentence #1670000, processed 710671759 words, keeping 29664 word types
2015-11-21 21:10:42,655 : MainThread : INFO : PROGRESS: at sentence #1680000, processed 713256695 words, keeping 29664 word types
2015-11-21 21:10:44,498 : MainThread : INFO : PROGRESS: at sentence #1690000, processed 715841100 words, keeping 29664 word types
2015-11-21 21:10:46,400 : MainThread : INFO : PROGRESS: at sentence #1700000, processed 718553755 words, keeping 29664 word types
2015-11-21 21:10:48,294 : MainThread : INFO : PROGRESS: at sentence #1710000, processed 721232984 words, keeping 29664 word types
2015-11-21 21:10:50,032 : MainThread : INFO : PROGRESS: at sentence #1720000, processed 723685936 words, keeping 29664 word types
2015-11-21 21:10:51,923 : MainThread : INFO : PROGRESS: at sentence #1730000, processed 726350086 words, keeping 29664 word types
